ID,target
1,0.481294353039
3,0.428874650748
6,0.303852988464
9,0.153849919335
10,0.421764245645
11,0.0996969064797
12,0.0757805181107
13,0.0575171019913
15,0.127542376322
17,0.0796063120357
18,0.754606864454
19,0.0925876157313
27,0.320350197581
29,0.0834849229467
33,0.700825328732
34,0.0771482415594
39,0.201222391317
41,0.240304423965
44,0.0725970156057
45,0.434910384549
47,0.272107444115
48,0.0655099911129
49,0.218607025797
53,0.122534154201
56,0.137529043579
57,0.281215392875
59,0.0546626881579
61,0.208246782978
64,0.0519943941585
68,0.139748193725
72,0.519863658061
73,0.194298449371
81,0.0541596821858
82,0.38138627858
85,0.0506502383957
87,0.194774851689
88,0.155630897584
92,0.0675434338372
95,0.0311728704798
96,0.122077310506
97,0.122277034584
99,0.307520395072
103,0.358405759315
104,0.123227177369
105,0.387730407294
106,0.180360598694
111,0.171896187118
112,0.44375262378
114,0.116889598761
117,0.135655048963
118,0.145346855752
119,0.0703958212596
120,0.223510900731
121,0.0935580790401
123,0.277334112343
127,0.104892925321
129,0.137067808587
130,0.122180824532
132,0.116557090166
133,0.265669572221
134,0.0816815397852
135,0.227368006744
139,0.258596602988
141,0.0271011119298
142,0.129366352233
145,0.0907540108092
146,0.153499299894
147,0.444705586103
150,0.152123397392
152,0.225000351137
153,0.250128719529
158,0.187881080059
160,0.492064947135
163,0.575933697508
164,0.0677419374757
171,0.197484931424
172,0.349747159744
173,0.0263359209253
174,0.391803173101
175,0.0667624641635
176,0.24721544103
177,0.694530389761
178,0.14678601002
179,0.177296727773
180,0.517124744008
181,0.388818773768
182,0.14964307737
185,0.487918547102
187,0.0507890725832
189,0.0746940128916
190,0.0892201341446
192,0.100759008292
193,0.450187992712
200,0.19618184443
201,0.385458325647
202,0.379743160228
203,0.206757309455
204,0.162750689575
205,0.311440877332
206,0.231713188246
208,0.0597456455716
209,0.290790835986
212,0.819584014928
214,0.0821083740932
216,0.428912070037
224,0.0738795886148
227,0.165087845104
228,0.569370336711
229,0.243152457262
230,0.498748105177
231,0.849581758264
232,0.0841135512303
233,0.405465150089
235,0.108711814693
237,0.446110411598
240,0.133791765078
243,0.124925837939
244,0.756853488897
245,0.176313404044
246,0.323625324802
247,0.108227469365
248,0.139975782264
250,0.187351881792
252,0.288292204835
254,0.151205888274
255,0.30073039342
257,0.0918687382042
267,0.0471187833272
268,0.524644374204
271,0.67945405078
274,0.160364736034
277,0.323287427618
280,0.0549729647497
281,0.307582232236
283,0.444858731784
284,0.659142207552
286,0.119151134318
287,0.0837745577766
288,0.127848724055
290,0.108772074548
291,0.188905211101
292,0.0956233523471
295,0.226910073443
301,0.176663617236
303,0.31737899156
304,0.299290922738
305,0.707372354212
308,0.0818776949016
313,0.121509272262
314,0.0364918590894
315,0.280268084047
317,0.207387207684
318,0.556729385233
319,0.481716050653
320,0.684949164455
323,0.114651376226
325,0.138030581594
327,0.275724866809
328,0.11021475857
329,0.132436261668
330,0.0531606706752
333,0.652848864888
334,0.234084316797
342,0.163083230629
343,0.27947883311
346,0.130558630775
347,0.102382805635
348,0.326294578545
353,0.069890635662
354,0.078510633783
356,0.071482538479
358,0.402232595803
359,0.332217371749
360,0.294767803355
361,0.172143071521
365,0.145054551425
366,0.433549685335
367,0.132883675327
370,0.233756270745
371,0.189385680501
373,0.748922947337
375,0.445405544831
378,0.189721129551
379,0.470230053958
380,0.157896361446
383,0.546640227158
388,0.42978767176
389,0.334943397832
392,0.0780375365455
395,0.246427454756
396,0.130762665766
397,0.610922962078
400,0.040136676817
401,0.240364263719
402,0.520720690042
403,0.722261187974
405,0.0901582839092
408,0.0886521052137
410,0.22728776416
414,0.120765080494
415,0.512482896452
416,0.38698380345
418,0.48450943421
422,0.0468585227317
424,0.235625564706
427,0.208923035434
428,0.121434189235
429,0.210860859235
430,0.766507819262
436,0.0391315592339
437,0.101025627525
438,0.0785054480904
440,0.461891640998
441,0.413127839663
443,0.36815681814
445,0.0554535279028
446,0.167818193387
447,0.320697928373
448,0.360959157616
451,0.638401730694
453,0.145296030606
454,0.119993989267
458,0.476096254341
460,0.0917435408022
461,0.106711918936
463,0.0391614652577
465,0.578412805927
466,0.371994241797
469,0.245388095594
470,0.202186386377
474,0.250344518431
475,0.104154796836
484,0.0565069701841
485,0.415284483609
486,0.385750767657
490,0.114145930401
493,0.0763785463394
494,0.355420833459
497,0.204338433257
498,0.238666060443
501,0.0739649292523
503,0.458236600913
508,0.850395256363
510,0.308517162467
511,0.0277556436735
512,0.431082538798
513,0.151574779523
514,0.080908960687
515,0.238179631922
517,0.164874350267
518,0.535007696107
519,0.159157903785
523,0.543993400886
525,0.156821974835
526,0.140746501023
530,0.130383670392
532,0.173325692407
537,0.16581410849
538,0.220343211398
539,0.353959553364
541,0.174131146357
542,0.192619091478
544,0.548258352629
545,0.354919672607
550,0.634178128193
551,0.11936823111
552,0.205041158747
553,0.114142437966
557,0.319326857233
558,0.334756509913
564,0.367039987172
567,0.0725885432375
568,0.0194596023342
571,0.13626857695
575,0.688894458766
577,0.074570457932
578,0.421109454471
580,0.221618786507
586,0.500568641331
589,0.0888235659588
591,0.29772912727
592,0.440364015385
593,0.0518825470452
595,0.339203873425
596,0.262590588323
599,0.541504569841
608,0.0884770717647
610,0.618635220152
611,0.0312154832035
614,0.638075144708
616,0.356846543211
618,0.0550128841181
619,0.242263140508
620,0.0416244122071
621,0.0780671630463
622,0.0701330878762
627,0.0612441766469
629,0.113197322467
630,0.0887720565257
631,0.604986163155
632,0.242456883174
633,0.0917461028338
634,0.206815641918
635,0.112042796328
636,0.231345216802
637,0.044215382162
638,0.1644796226
639,0.566313313292
641,0.410212974624
648,0.0466768571509
649,0.436284894177
654,0.397919575841
660,0.121074274164
662,0.796126913279
664,0.0240680304189
665,0.22490858323
669,0.0902632002967
670,0.160417945061
671,0.431023456908
672,0.414644637932
675,0.390658914401
676,0.205173353354
677,0.188833338568
678,0.212673617263
680,0.180839382317
681,0.177952291417
683,0.123112237143
684,0.659107960365
696,0.135611118749
697,0.227234331329
698,0.847572205033
699,0.143018297617
700,0.11016729106
701,0.0662886378838
702,0.211053137699
703,0.347093063264
704,0.0682719835842
705,0.130456224452
707,0.515690165679
708,0.472140240884
712,0.122384748754
713,0.276610549544
715,0.158160018529
717,0.11859778054
720,0.0936957341112
721,0.211296502721
722,0.107667265606
723,0.179490134276
728,0.231707888132
729,0.0911179286266
731,0.371941209058
733,0.0670383301465
735,0.384542661377
736,0.598565976955
737,0.0708412584234
739,0.238498654629
740,0.26508728566
742,0.0896824923504
743,0.0350771391112
745,0.056595101705
747,0.0446894493846
749,0.100922941382
750,0.38638753403
751,0.445996717081
753,0.188573283712
755,0.0971357907551
757,0.160362782621
761,0.167965016771
